"content","label"
"Boycott @Wix @Wix  #IsraelAttack #IsraelAttack  #Israel_under_attack #Israel_under_attack  #SalaarCeaseFire #SalaarCeaseFire  #ViratKohli𓃵 #ViratKohli𓃵  #MilanJuve #MilanJuve  #PalestinianGenocide #PalestinianGenocide  #فلسطين_الان #فلسطين_الان  #غزة_تستغيث #غزة_تستغيث  #مستشفى_القدس #مستشفى_القدس","Negative"
"BeitHanoun north of #Gaza #Gaza","Negative"
"Gazze’de katliam yapan siyonistleri besleyen Starbucks’tan yiyip-içmek  Mümtehine Suresinın dokuzuncu ayet-i kerimesine göre haramdır. Müslüman! Kardeşlerinden yana taraf olmazsan bertaraf olursun! #Genocidesupporters #Genocidesupporters","Negative"
"İsrail hava saldırılarıyla Gazze'yi enkaza çevirdi

Gazeteci Motaz Azaiza, İsrail'in hava saldırılarıyla enkaza dönen Gazze'nin El Zehra kentindeki korkunç yıkımı gösterdi. #Gaza_Genocide #Gaza_Genocide  #GazaUnderAttackk #GazaUnderAttackk  https://x.com/gulsumsultanofc/status/1716481652707225775/video/1… https:// c/status/1716481652707225775/video/1 …","Negative"
"Genel Başkanımız Sayın Zekeriya Yapıcıoğlu:

""Filistin davasından bize ne. Bu savaş bizim savaşımız değildir."" diyenler yarın öbür gün savaş kendi kapılarına dayandığında savaşın aslında kimin savaşı oldunuğunu görecekler ama o gün belki çok geç olacaktır. #GenocideSupporters #GenocideSupporters","Negative"
"Do not finance the massacre, boycott these brands that support terrorist Israel. Don't let the blood of innocents get on your hands. #GenocideSupporters #GenocideSupporters","Negative"
"Sponsored by Starbucks #GenocideSupporters #GenocideSupporters","Negative"
"Starbucks'tan bir kahve aldığınızda aslında ne için ödeme yaptığınızı biliyor musunuz? Ben söyleyeyim. Bir katliam için. #GenocideSupporters #GenocideSupporters Do you know what you are actually paying for when you buy a coffee at Starbucks? I'll tell you. For a massacre. #GenocideSupporters #GenocideSupporters","Negative"
"Don’t forget these faces, they are supporters of genocide! #GenocideSupporters #GenocideSupporters","Negative"
"One more glass of blood? #GenocideSupporters #GenocideSupporters","Negative"
"A coffee means a bullet for our opressed brothers, sisters and innocent children. #GenocideSupporters #GenocideSupporters","Negative"
"Taga destek olun 
Don't make money for baby killer Israel #GenocideSupporters #GenocideSupporters","Negative"
"Speak up, boycot the financiers and spread the word about the genocide! #genocidesupporters #genocidesupporters","Negative"
"Speak up, boycot the financiers and spread the word about the genocide! #genocidesupporters #genocidesupporters","Negative"
"In addition to our colleague @MahmoudAlnaouq1 @MahmoudAlnaouq1 , we lost 2 members of @EuroMedHR @EuroMedHR ’s project. The passionate young Youssef Dawwas & the ambitious young woman & mother of 2 Huda Susi. They were writers at @WeAreNotNumbers @WeAreNotNumbers project. Now they’re merely a of 5400 people killed in Gaza.","Negative"
"Via @gazamom @gazamom “This is Hajja Um Ibrahim. I’ve interviewed her in my book, Gaza Kitchen. She is a refugee from Beit Tima. She is currently 103 years old Mashallah. She survived the Nakba, and every Israeli attack ever since. She was critically wounded in Israeli attacks on her","Negative"
"Heavy explosions in Gaza city","Negative"
"2055 children killed in 16 days. Quite an Israeli achievement.","Negative"
"Bakr was one of the few to come out in one piece. The rest of my 23+ family members Israel killed are still in body parts and are still under the rubble.","Negative"
"830 missing Gaza children means dead under the rubble and can’t be retrieved because Israel targets the first responders and because there is not enough machinery to keep up with Israeli destruction. https://x.com/TamaraINassar//TamaraINassar/status/1716444899401216331… https:// /TamaraINassar/status/1716444899401216331 …","Negative"
"#GenocideSupporters #GenocideSupporters","Negative"
"#GenocideSupporters #GenocideSupporters","Negative"
"#GenocideSupporters #GenocideSupporters","Negative"
"NEDEN STARBUCKS'I BOYKOT ETMELİSİNİZ?

Starbucks, son dönemde İsrail’in yaptığı katliamlara karşı Filistin ile dayanışma mesajı içeren bir paylaşımda bulunduğu gerekçesiyle 'Starbucks Workers United' adlı sendikasına dava açacağını açıkladı. #GenocideSupporters #GenocideSupporters","Negative"
"Starbucks, Etiyopya da kahve için zaten zulmediyor. Ekonomik olarak kazandığıyla da Filistin de kan dökenleri besliyor. Böylesine çift dikiş bir zulme ortak olmayın. #GenocideSupporters #GenocideSupporters","Negative"
"Dünyanın en ""güçlü"" devletleri, Gazze'de yapılan soykırıma destek verdi. Sürekli insan haklarından bahsedenlerin yaptığı bu iki yüzlülüğü dünyanın gündemine getirmek için bu akşam 19.00'da Twitter'dayız arkadaşlar.","Negative"
"Saraybosna’mız Filistin’e destek mitingi gerçekleştiriliyor…","Negative"
"#İsrail #İsrail , Gazze'deki saldırılarında 50 farklı ailenin tüm bireylerini öldürdü. Bu aileler, nüfus kayıtlarından düşürüldü. 
Gözümüzün önünde soykırım var. #GazzedeKatliamVar #GazzedeKatliamVar  #GAZZEDESOYKIRIMVAR #GAZZEDESOYKIRIMVAR  #gazzegenocide #gazzegenocide","Negative"
"Starbucks’ın b.ktan kahvesi, müslümanın kanından değerli olmuş!!! Başımıza taş yağsa yeri!!! #GenocıdeSupporters #GenocıdeSupporters","Negative"
"Haydi yahu. Bir şey yapamamaktan utanıyoruz demiyor muydunuz ? Bunlar bir şey işte. #GenocideSupporters #GenocideSupporters","Negative"
"Burger’inizin yanında zulüm de ister misiniz? Kampanya varmış #GenocideSupporters #GenocideSupporters","Negative"
"ULAŞTIRMA BAKANLIĞI STARBUCKS İLE ANLAŞMAYI FESHET!

Karayolları Genel Müdürlüğünün yetki alanı içinde pek çok Starbucks şubesi bulunuyor. Bunların en bilinenleri İzmir-İstanbul, Ankara-Niğde-Adana otoyolu, Gemlik-İstanbul Otoyolunda yer alanlar. #GenocideSupporters #GenocideSupporters","Negative"
"Boycott Indian Products reposted Layan J @resist_toexist · Oct 20, 2023 Replying to @resist_toexist 1 534 2.5K 76K","Negative"
"Siyonistlerin uyguladığı soykırıma alenen destek veren markaları boykot ediyoruz. Aksi halde biz de bu zulme sponsorluk yapmış oluruz. #GenocideSupporters #GenocideSupporters","Negative"
"En azından boykot et. Hesabını ağırlaştırma! @Starbucks @Starbucks  @StarbucksTR @StarbucksTR  #GenocideSupporters #GenocideSupporters","Negative"
"Hayatımda tek bir defa Starbucks kahve içmedim. #GenocideSupporters #GenocideSupporters","Negative"
"Ufak bir boykotla ekstra acı ve gözyaşından kurtulmak ister misiniz? #GenocideSupporters #GenocideSupporters","Negative"
"Starbucks Gazze'deki masumların ölümüne ortak oluyor. Bu zincire katılmayın, alternatif kahve mağazalarına yönelin! #genocidesupporters #genocidesupporters Starbucks is complicit in the deaths of innocent in Gaza. Don't join this chain, turn to alternative coffee shops! #genocidesupporters #genocidesupporters","Negative"
"How many babies do you want to kill today? #GenocideSupporters #GenocideSupporters","Negative"
"Bir kahvenin 40 yıl zulmü olduğu zamanlardayız artık.. #GenocideSupporters #GenocideSupporters","Negative"
"Aşağıda soykırım destekçisi hesapların listesi var. Her bir hesaba tek tek girip son 5 tweetlerinin altına hashtag’imiz ile giriyoruz! #GenocideSupporters #GenocideSupporters  @Israel @Israel  @MOSSADil @MOSSADil  @IsraelinTurkey @IsraelinTurkey  @IDF @IDF  @IsraelMFA @IsraelMFA  @TimesofIsrael @TimesofIsrael  @Isaac_Herzog @Isaac_Herzog  @benshapiro @benshapiro  @piersmorgan @piersmorgan","Negative"
"Starbucks is complicit in the deaths of innocent in Gaza. Don't join this chain, turn to alternative coffee shops! #genocidesupporters #genocidesupporters","Negative"
"Explosions light the sky of Gaza, marking a deadly night.","Negative"
"Appalling","Negative"
"The final destination of your tax dolars: #GenocideSupporters #GenocideSupporters","Negative"
"Eğer anlaşmanızı bozmazsanız boykot sırasında siz varsınız. @TK_TR @TK_TR  #GenocideSupporters #GenocideSupporters","Negative"
"The IDF proudly showcases its proficiency in destruction,death & terror, sharing footage of the demolition of residential towers and dozens of homes in #Gaza #Gaza .

They Benefits from European cover, shameful Arab silence & a glaring absence of genuine support","Negative"
"Despite of his wounds, he stands up to help his mother !

The wounded in #Gaza #Gaza hospitals face extremely difficult conditions during the ongoing aggression. #Gaza_Genocide #Gaza_Genocide","Negative"
"Heartbreaking : Jihad, Leen, and Shams – three innocent children, now rest beneath the rubble of their home !

CEASEFIRE NOW  #Gaza_Genocide #Gaza_Genocide","Negative"
"Footage: Israeli occupation warplanes bombed a Palestinian residential building in Der Albalah neighborhood in the center of #Gaza #Gaza Strip. #Gaza_Genocide #Gaza_Genocide","Negative"
"سقوط مُدوي ومخجل لمنظومة عمل فلسطيني الخارج .. منظمات المجتمع المدني ..الهيئات.. الشخصيات …بكافة أطيافهم الإسلاميين منهم واليسارييين

أين دورهم الحقيقي كشبكات وكيانات أمان اجتماعي حقيقية داعمة يلجأ إليها الفلسطيني الذي ضاقت به السبل بداخل غزة وهو يسفك دمه ويقتل أطفاله على الملأ!","Negative"
"لتنصره بالمعنى الحقيقي ولتسد الفراغ الذي تركه غياب الدور المطلوب من المنظمة وأجهزتها!

غزة تُباد تُحرق ويُقتل أطفالها سرباً سرباً،عائلات بأكملها ولم تنتفض مؤسساتهم وشبكات علاقاتهم لتحريك المجتمع المدني الدولي.. ولا أخذ مواقف على الأرض لها من التأثير في إيقاف الحرب ..هدنة عالأقل !","Negative"
"اليوم السابع عشر .. تجاوز عدد الشهداء 5000 شهيد .. نصفهم أطفال … إن لم يكن هذا المشهد كفيل بالتحرك العاجل واستنفاذ كل السبل نصرة لغزة
إذاً  ما هو المشهد الأكثر ألما من هذا  ؟!

-غزة لن تغفر ولن تسامح","Negative"
"The current situation in #Gaza #Gaza & the impact of the 16-year siege in brief !","Negative"
"#Update #Update : At least 5,156 Palestinians have been killed including 2,009 children 1,044 women, and over 15,740 others injured as Israel continues widespread bombing of residential neighborhoods in the #Gaza #Gaza Strip, according to MOH. #Gaza_Genocide #Gaza_Genocide","Negative"
"For who ask how to donate for Gaza and help the homeless.. 
You can donate with any amount, use this paypal account, http://paypal.me/saidshoaib http:// .

Thank you","Negative"
"These are actually Palestinian child survivors of an Israeli attack. 

But you'd never guess that from the headline.","Negative"
"This baby lost his parents in an Israeli air strike in #Gaza #Gaza .","Negative"
"#BadSources #BadSources - our latest investigation into how Indian news agency ANI repeatedly quoted non-existent bloggers, experts, journalists and think tanks spreading anti-Pakistan/China narratives in India. 1/N http://theBS.online http://  #BadSources #BadSources  #StoryKillers #StoryKillers","Negative"
"Twitter #India #India !

Does anyone maintain a list/document of Twitter accounts and/or tweets withtheld in India? Please share them with me and/or any other tips on the subject.

A withheld accounts looks like this:","Negative"
"The ugly head of #Nazism #Nazism is rising once again, as Hindu fascism in India. #IndianMuslimUnderAttack #IndianMuslimUnderAttack","Negative"
"Is @Twitter @Twitter bowing to an Indian government request to remove the account of @washingtonpost @washingtonpost columnist, the brave reporter Rana Ayyub?","Negative"
"India's Religious Tensions Prompt Calls for Boycotts https://voanews.com/a/india-s-religious-tensions-prompt-calls-for-boycotts/6617245.html… https:// gious-tensions-prompt-calls-for-boycotts/6617245.html …  #boycottindiangoods #boycottindiangoods  #BoycottIndia #BoycottIndia","Negative"
"1/2 Canada's government has established an advisory group which will strongly influence future trade with Indo-Pacific countries like India. @melaniejoly @melaniejoly STATEMENT  https://justiceforallcanada.org/indo_pacific_advisory_2022_06_12.html… https:// dvisory_2022_06_12.html …","Negative"
"#الأزهر #الأزهر يرفض بشدة تصريحات مسؤول هندي تجاه الرسول ﷺ والسيدة عائشة

الأزهر: الإساءة إلى رسول الإسلام وأزواجه بذاءة وجهل فاضح بعلم مقارنة الأديان وتاريخ الأنبياء والرسل","Negative"
"حكومة #الهند #الهند تصعد في شأن الإساءة إلى مقام النبيﷺ، وتتخطى مرحلة رفض الاعتذار، إلى رفض بيانات الشجب التي صدرت، واعتبرتها غير مبررة، فهل ستقبل الدول التي بادرت بالإدانة بهذه الغطرسة، وهل تكون الخطوة القادمة هي #طرد_السفير_الهندي #طرد_السفير_الهندي وإجراءات أكثر ردعا للهند؟ #إلا_رسول_الله_يا_مودي #إلا_رسول_الله_يا_مودي","Negative"
"Politicians from India’s governing BJP have been targeting Muslims for almost a decade via speeches and policies. Now its spokesperson has made derogatory references to Prophet Muhammad, causing her suspension from the party and diplomatic outrage from Muslim-majority countries","Negative"
"فرنسا سنت سنة الإساءة إلى مقام النبيﷺ بالرسوم المسيئة فعليها وزرها ووزر من سار على نهجها لاسيما رموز الحزب الحاكم في #الهند #الهند الذين سبوا النبيﷺ وزوجه أم المؤمنين وذلك ضمن سياسة #مـودي #مـودي في اضطهاد المسلمين لذا لابد من #مقاطعه_المنتجات_الفرنسيه587 #مقاطعه_المنتجات_الفرنسيه587 ونطالب ب #طرد_السفير_الهندي #طرد_السفير_الهندي","Negative"
"جمعية كويتية تسحب المنتجات الهندية نصرة للنبي ﷺ #إلا_رسول_الله_يامودى #إلا_رسول_الله_يامودى  @SupportProphetM @SupportProphetM","Negative"
"الأمين العام لمجلس التعاون يعرب عن شجبه ورفضه واستنكاره للتصريحات الصادرة عن المتحدث باسم حزب بهاراتيا جانات الهندي بحق الرسول الكريم صلى الله عليه وسلم https://gcc-sg.org/ar-sa/MediaCenter/NewsCooperation/News/Pages/news2022-6-5-8.aspx… https:// ter/NewsCooperation/News/Pages/news2022-6-5-8.aspx …  #مجلس_التعاون #مجلس_التعاون","Negative"
"عاجل | الخارجية #السعودية #السعودية : نشجب ونستنكر تصريحات المتحدثة باسم الحزب الحاكم في #الهند #الهند","Negative"
"الدكتور ماجد بن محمد الأنصاري مستشار نائب رئيس مجلس الوزراء وزير الخارجية، المتحدث الرسمي لوزارة الخارجية: نطالب الحكومة الهندية باعتذار علني عن تصريحات مسؤول في الحزب الحاكم ضد الرسول الكريم #تلفزيون_قطر #تلفزيون_قطر","Negative"
"المتحدث الرسمي بأسم النظام الحاكم في الهند يسيء للرسول عليه الصلاة والسلام
وهذا يؤكد ما قلناه عن التوجهات المتطرفة ضد الإسلام والمسلمين من قبل السلطات الهندية
أما الذين اصمّوا آذاننا وملئوا صفحات الصحف ووسائل التواصل ضجيجًافي الدفاع عن سادجورو سيصمتوا اليوم #الا_رسول_الله_يا_مودي #الا_رسول_الله_يا_مودي","Negative"
"المتحدث الرسمي باسم الحزب الحاكم في #الهند #الهند نافين كومار جيندال يسيء إلى نبيّنا محمد ﷺ وإلى أمنّا عائشة رضي الله عنها بأسلوب قذر وبذيء ..
سكوتنا دفع هذه الحثالة للإساءة لنبيّنا وديننا ومقدساتنا ..
إن لم ندافع عن نبيّنا وأمنّا فلا خير فينا .. #إلا_رسول_الله_يا_مودي #إلا_رسول_الله_يا_مودي","Negative"
"Yash Raj has made film #PrithviRaj #PrithviRaj to insult Prithviraj Chavan instead of praising him. Mohammed Ghori sends his 10-15 boys like a gangster. They enter in the camp of Prithviraj, catch him like a dog and take him to Ghori. So means Prithviraj was a lukkha, not a warrior.","Negative"
"1. Bhagwat’s incendiary speech on #Gyanvapi #Gyanvapi mustn’t be ignored. He said an agitation for #Babri #Babri was necessary “for historical reasons”. In other words, RSS didn’t respect SC & participated in demolition of masjid. Does this mean that they’ll do something similar on Gyanvapi also?","Negative"
"“India is for Hindus, Muslims go to Pakistan.”

These lyrics are typical of a growing pop music movement in India: far-right anti-Muslim songs","Negative"
"| وزارة الخارجية تستدعي السفير الهندي وتسلمه مذكرة رسمية برفض دولة قطر التام وشجبها لتصريحات مسؤول في الحزب الحاكم ضد الرسول الكريم #مرسال_قطر #مرسال_قطر | #إلا_رسول_الله_يا_مودي #إلا_رسول_الله_يا_مودي","Negative"
"قال الجاهليون في النبي ﷺ مئات الآبيات من الشعر سبا وافتراء، والشعر إعلام العرب، لم يحفظ التاريخ منها بيتا، وحفظ كل أقواله . #رئيس_الهند_يسيئ_لرسولنا #رئيس_الهند_يسيئ_لرسولنا","Negative"
"#BoycottIndianProducts #BoycottIndianProducts  https://x.com/KhaledBeydoun//KhaledBeydoun/status/1533499000694923264… https:// /KhaledBeydoun/status/1533499000694923264 …","Negative"
"مفتي سلطنة #عُمان #عُمان يوجه انتقادات لاذعة للناطق الرسمي باسم الحزب المتطرف الحاكم في #الهند #الهند عقب تصريحاته المسيئة للنبي الكريم","Negative"
"دولة الكويت تستدعي سفير جمهورية الهند، وتسلّمه مذكرة احتجاج ترفض فيها بشكل كامل وتشجب التصريحات التي صدرت عن مسؤول في الحزب الحاكم ضد الرسول الكريم عليه الصلاة والسلام.
الخبر كامل: https://mofa.gov.kw/ar/media-center/official-statements-ar/2022/6/2022-06-05-4/… https:// r/official-statements-ar/2022/6/2022-06-05-4/ …","Negative"
"الجرأةُ على مقام النبي الكريم ﷺ جهلٌ فاضحٌ أو حقدٌ ظاهر

لذلك قامت دولة قطر اليوم بتسليم مذكّرة الاحتجاج بشكلٍ صريح وواضح مُطالِبَةً باعتذارٍ علنيٍّ للمسلمين كافة ومُحذّرةً من خطورة خطاب الكراهية والعداء للإسلام والسياسات الداعمة لذلك.","Negative"
"الخارجية القطرية تستدعي سفير #الهند #الهند وتسلمه مذكرة  برفضها وشجبها تصريحات مسؤول بالحزب الحاكم ضد الرسول الكريم","Negative"
"Google canceled a talk by an Indian Dalit activist after employees targeted her, saying she was ""anti-Hindu.""

Thenmozhi Soundararajan appealed to CEO Pichai — who belongs to an upper caste Hindu family — with no result.

25% of U.S. Dalits report facing verbal/physical abuse.","Negative"
"Garbage bins in #Kuwait #Kuwait have images of PM Narendra Modi for the recent derogatory remark of his party spokesperson against the Prophet & other atrocities on Indian Muslim.
What a great Vishwaguru. #MuslimsUnderAttackinIndia #MuslimsUnderAttackinIndia","Negative"
"We are unable to access our website but our technical team is trying to resolve the issue, 

Kindly bear with us.

Also please let us know if you are able to access the website.","Negative"
"من أرشيف عمران خان .. 
دفاعه عن النبي محمد ﷺ في مقر الأمم المتحدة وأمام العالم  #إلا_رسول_الله_يا_مودي #إلا_رسول_الله_يا_مودي","Negative"
"Balochis are proud Pakistanis, and Balochistan was, is and always will be Pakistan, Insha'Allah.

Indian Occupied Kashmir will be free, it's written on the wall!  #FreeKashmir #FreeKashmir","Negative"
"Salaam all, #AlAqsaUnderAttack #AlAqsaUnderAttack  #AlAqsaCallsMuslimArmies #AlAqsaCallsMuslimArmies  #freegaza #freegaza  #freepalestine #freepalestine   #freekashmir #freekashmir   #freepakistan #freepakistan  #freerohingiyamuslims #freerohingiyamuslims  #IndianMuslimsUnderAttack #IndianMuslimsUnderAttack  #freeuyghurs #freeuyghurs Massalaam
Suhail","Negative"
"#yasinmalik #yasinmalik  #saveyasinmalik #saveyasinmalik  #kashmir #kashmir   #freekashmir #freekashmir   #savekashmir #savekashmir  #kashmirvalley #kashmirvalley","Negative"
"Trigger warning: Trigger warnings are the unfunniest joke in a world where children are r*ped, slaughtered, dismembered, and orphaned. Grow a pair.  I HOPE this post triggered you! #FreePalestine #FreePalestine  #Gaza #Gaza   #freekashmir #freekashmir","Negative"
"آ عندلیب مل کریں آہ و زاریاں
تو ہائے گل پکار میں چلاؤں ہائے دل #Kashmir #Kashmir   #FreeKashmir #FreeKashmir   #srinagar #srinagar  #illegaloccupation #illegaloccupation  #kashmirtiger #kashmirtiger  #Article370 #Article370  #KashmirBleeds #KashmirBleeds  #KashmirWithForces #KashmirWithForces","Negative"
"راولاکوٹ نے تاریخ رقم کر دی ہے۔عوامی ریفرنڈم نے ثابت کر دیا ہے کہ جیسے کشمیر میں رہنا ہے اُسے جیوے کشمیر کہنا ہے @ARYNEWSOFFICIAL @ARYNEWSOFFICIAL @  #freekashmir #freekashmir","Negative"
"We Stand with Kashmir Students

 We condemn brutal arrests & demand immediate release of students unconditional withdrawal of FIRs & a peaceful solution respecting Kashmir's will
Let's raise our voices for Kashmir's freedom #KashmirDeservesJustice #KashmirDeservesJustice  #StandWithKashmir #StandWithKashmir   #FreeKashmir #FreeKashmir","Negative"
"Pakistan’s atrocities in POJK and Gilgit - Baltistan cannot be swept under the rug. Raise your voice, spread awareness and support the fight for freedom and justice. #StopPakistanAtrocities #StopPakistanAtrocities   #FreeKashmir #FreeKashmir   #SambhalKaSach #SambhalKaSach  #11yearsofjandhan #11yearsofjandhan  #FloodAlert #FloodAlert  #raviriver #raviriver  @GreaterKashmir @GreaterKashmir","Negative"
"We deserve to have our demands met #Kashmir #Kashmir   #freekashmir #freekashmir   #freeourpeople #freeourpeople  #righttoprotest #righttoprotest","Negative"
"#freekashmir #freekashmir   #FloodsInPakistan #FloodsInPakistan  #zonauang #zonauang","Negative"
"بھوک ہڑتال طلبہ کی گرفتاری کہ بعد راولاکوٹ میں عوامی سمندر امڈ آیا  راولاکوٹ شہر  نعرون سے گونج رہا ہے #StopStateTerrorism #StopStateTerrorism  #rawalakot #rawalakot  #Kashmir #Kashmir   #freekashmir #freekashmir","Negative"
"""Stop #JCB #JCB 's Bulldozer #Genocide #Genocide A report on Human Rights Violations #Palestine #Palestine , #India #India and #Kashmir #Kashmir "", 22 January 2025 #FreePalestine #FreePalestine   #FreeKashmir #FreeKashmir   #Muslims #Muslims  #Israel #Israel Download here https://southasiasolidarity.org/wp-content/uploads/2019/09/MainText_merged.pdf… https:// oads/2019/09/MainText_merged.pdf …","Negative"
"India’s “democracy” in IIOJK now means stealing schools and silencing pens. Afraid of knowledge, because truth writes its own freedom.  #IIOJK #IIOJK   #FreeKashmir #FreeKashmir   #EndOccupation #EndOccupation  #KashmirBleeds #KashmirBleeds  #bb27 #bb27  #BBNaijaS10 #BBNaijaS10  #LoveIsland #LoveIsland  #WINTER #WINTER  #LoveIslandUSA #LoveIslandUSA","Negative"
"Until India continue to support Nazi israel illegal settlement in the Occupied Palestinian Territories (OPT) they should be banned from any commercial or relationship with other countries, like China, Russia, NK.  #BoycottIndia #BoycottIndia  .","Negative"
"Hey @PMOIndia @PMOIndia never mess with @realDonaldTrump @realDonaldTrump , im sure  #BoycottIndia #BoycottIndia  trend will start soon in USA #BoycottIndians #BoycottIndians","Negative"
"#blamecanada #blamecanada The only way to fight against mass immigration #CanadaImmigration #CanadaImmigration   #boycottindia #boycottindia","Negative"
"#BoycottIndia #BoycottIndia  too following footsteps of China","Negative"
"#BoycottIndia #BoycottIndia","Negative"
"Eff India and eff china.  Both horrible countries filled with horrible people. #BoycottChina #BoycottChina   #boycottindia #boycottindia","Negative"
"@Sammy_canada2 @Sammy_canada2  @DysnomiaDy24169 @DysnomiaDy24169  @RealWaKhan @RealWaKhan  @HSmith24993512 @HSmith24993512  @Anc_Aesthetics @Anc_Aesthetics  @ChiefNiftyswell @ChiefNiftyswell   #BoycottIndia #BoycottIndia   #BoycottIndians #BoycottIndians Walk out of ever establishment that is indian taking jobs from our kids in US & Canada

FYI vegetarian can’t cook meat!","Negative"
"Hindu terrorists have attacked a Muslim man in a tea shop in India! UK PM has signed a huge deal with Terrorist Dictator Indian PM Modi, looks like the UK funds terrorism  #BoycottIndia #BoycottIndia   #Starmerroids #Starmerroids  https://instagram.com/reel/DNgEZZiRnfE/?igsh=dGR3OGNkdGQ5MHF1… https:// fE/?igsh=dGR3OGNkdGQ5MHF1 …","Negative"
"#BoycottIndia #BoycottIndia","Negative"
"#BoycottIndia #BoycottIndia  products until they stop supporting Russia’s war against Ukraine by purchasing Russian oil.","Negative"
"#BOYCOTTMOROCCO #BOYCOTTMOROCCO  #BoycottChina #BoycottChina   #BOYCOTTINDIA #BOYCOTTINDIA   #BOYCOTTTURKEY #BOYCOTTTURKEY ..
SHAME ON YOUR GOVERNMENTS FOR ALLOWING SUCH CRUELTY.
YOU WILL MEET YOUR MAKER ...","Negative"
"#StopAnımalCruelty #StopAnımalCruelty   #boycottındıa #boycottındıa   @PetaIndia @PetaIndia  @AnimalsAsia @AnimalsAsia","Negative"
"#BoycottIndia #BoycottIndia  until they stop these asshat scammers and fraudsters!","Negative"
"India has chosen their alliance. But then they shouldn’t be trying to sell Europe their crappy services on LinkedIN.  #BoycottIndia #BoycottIndia  You can’t be supporting the war against Europe and at the same time expect to do business with us.","Negative"
"#BoycottIndia #BoycottIndia","Negative"
"Lol ghanta swadesi. 

The world must unite against indian atrocities against minorities and its neighbours. #boycott #boycott all indian products #BoycottIndianProducts #BoycottIndianProducts   #boycottindia #boycottindia","Negative"
"Dairy Queen in Holly Michigan ONLY HIRES JEETS. Never going there again.  #boycottindia #boycottindia","Negative"
"#BoycottIndia #BoycottIndia  in #Australia #Australia , these rats infested with salmonella from curries cannot be trusted the least, look what they did to #Canada #Canada @ they totally have taken over all of Canada's summer jobs leaving youths jobless because they only hire #Indians #Indians ! This should be warning","Negative"
"#Bangladesh #Bangladesh goverment has allowed import of #onion #onion from #India #India to reduce and stable the price.  Where is your  #boycottindia #boycottindia  programme , Mr. Pinki?","Negative"
"Who knows?
Geopolitics in action.  #IndianEconomy #IndianEconomy  #russianoil #russian  oil  #BoycottIndia #BoycottIndia","Negative"
"#BoycottIndia #BoycottIndia","Negative"
"It's way past the time when the civilised world should have decided to  #BoycottIndia #BoycottIndia","Negative"
"It's time for the civilised world to  #BoycottIndia #BoycottIndia","Negative"
"#BoycottIndependenceDay #BoycottIndependenceDay   #BoycottIndia #BoycottIndia","Negative"
"@PMOIndia @PMOIndia  @rashtrapatibhvn @rashtrapatibhvn  @USAmbIndia @USAmbIndia   #BoycottIndia #BoycottIndia   #India #India  #animalabuse #animalabuse  #AnimalCruelty #AnimalCruelty","Negative"
"#BoycottIndependenceDay #BoycottIndependenceDay   #BoycottIndia #BoycottIndia","Negative"
"#BoycottIndependenceDay #BoycottIndependenceDay   #BoycottIndia #BoycottIndia","Negative"
"#BoycottIndependenceDay #BoycottIndependenceDay   #BoycottIndia #BoycottIndia","Negative"
"Supreme Clown Court of India setting new standards for duty and service. 

Fucking chootiyas, all of them.

4th largest economy, my arse. #BoycottIndependenceDay #BoycottIndependenceDay   #BoycottIndia #BoycottIndia","Negative"
"#India #India  #backwards #backwards  #AnimalCruelty #AnimalCruelty   #boycottindia #boycottindia  I couldn't have sound on, it broke my heart just the video. I can imagine the cries. What is wrong with this backward immoral so called humans. Why did nobody step forward to help, are they actually human at all","Negative"
"Couldn't agree more. No more Indian products in my shopping trolly. The UK should stop all call center business with India.  #BoycottIndia #BoycottIndia","Negative"
"Wow sucking up to a fascist authoritarian, war criminal. You should be very proud. You have no morality.  #BoycottIndia #BoycottIndia","Negative"
"Haha, honorable, you sick fascist. Next time China attacks,  don't expect any sympathy from Europe.  #BoycottIndia #BoycottIndia","Negative"
"You vile man. Supporting  a  war criminal, fascist, authoritarian scum. How low can you go? I was planning a trip to Kerela, it won't be happening.  You have blood on your hands.  #BoycottIndia #BoycottIndia","Negative"
"#BoycottRussia #BoycottRussia  #BoycottBelarus #BoycottBelarus  #BoycottHungary #BoycottHungary  #BoycottSerbia #BoycottSerbia   #BoycottIndia #BoycottIndia   #BoycottIsrael #BoycottIsrael","Negative"
"The sanctions and boycott are coming you russian puppet.  #BoycottIndia #BoycottIndia","Negative"
"#BoycottIndia #BoycottIndia","Negative"
"#BoycottIndia #BoycottIndia","Negative"
"Modi is a trash person with war criminal friends. Disgusting that India oil purchases from russia skyrocketed in 2022 knowing they were sending blood money that enables genocide.  #BoycottIndia #BoycottIndia","Negative"
"If India supports ruZZia, we MUST boycott India! We must find ways to tell all nations leaders to  #BoycottIndia #BoycottIndia  , #SanctionIndia #SanctionIndia .  We need to find ways to stop any transport from india to ruZZia! DESTROY ALL RAILLINES, RUNWAYS, LANDING PADS AND PORTS IN RUZZIA","Negative"
"#BoycottIndia #BoycottIndia  . It's not much, but the least we should do.","Negative"
"#boycottindia #boycottindia","Negative"
"Fck you modi, India and ruzzians friend.  
Boycott india food and India FOREVER!!!  #boycottindia #boycottindia   #boycottrussia #boycottrussia  #Forever #Forever  #RussiaIsATerroristState #RussiaIsATerroristState","Negative"
